sgg_cd,apt_seq,exclu_use_ar,area_status,kapt_code,kapt_area,households,group_id,group_label,group_areas,apt_nm
11110,11110-101,175.81,K-apt 면적정보 없음,,,,175.81,176,175.81,크래스빌
11110,11110-102,28.1,면적 매칭,A11034001,28.1,17,28.1,28,28.1,현대뜨레비앙
11110,11110-102,36.08,면적 매칭,A11034001,36.08,21,36.08,36,36.08,현대뜨레비앙
11110,11110-102,43.98,면적 매칭,A11034001,43.98,21,43.98,44,43.98,현대뜨레비앙
11110,11110-102,45.5,면적 매칭,A11034001,45.5,36,45.5,46,45.5,현대뜨레비앙
11110,11110-102,46.64,면적 매칭,A11034001,46.64,62,46.64,47,46.64,현대뜨레비앙
11110,11110-102,48.54,면적 매칭,A11034001,48.54,116,48.54,49,48.54,현대뜨레비앙
11110,11110-105,55.04,K-apt 면적정보 없음,,,,55.04,55,55.04,탑스빌
11110,11110-107,103.77,K-apt 면적정보 없음,,,,103.77,104,103.77,경희궁파크팰리스
11110,11110-107,117.26,K-apt 면적정보 없음,,,,117.26,117,117.26,경희궁파크팰리스
11110,11110-107,146.39,K-apt 면적정보 없음,,,,146.39,146,146.39,경희궁파크팰리스
11110,11110-107,147.62,K-apt 면적정보 없음,,,,147.62,148,147.62|148.09,경희궁파크팰리스
11110,11110-107,148.09,K-apt 면적정보 없음,,,,147.62,148,147.62|148.09,경희궁파크팰리스
11110,11110-112,84.82,K-apt 면적정보 없음,,,,84.82,85,84.82,신현(102동)
11110,11110-112,121.96,K-apt 면적정보 없음,,,,121.96,122,121.96,신현(102동)
11110,11110-115,124.17,K-apt 면적정보 없음,,,,124.17,124,124.17,경희궁의아침2단지
11110,11110-115,140.78,K-apt 면적정보 없음,,,,140.78,141,140.78,경희궁의아침2단지
11110,11110-115,174.55,K-apt 면적정보 없음,,,,174.55,175,174.55,경희궁의아침2단지
11110,11110-116,123.13,면적 매칭,A11007001,123.13,15,123.13,123,123.13,경희궁의아침3단지
11110,11110-116,149,면적 매칭,A11007001,149,30,149,149,149,경희궁의아침3단지
11110,11110-116,150.48,면적 매칭,A11007001,150.48,60,150.48,150,150.48,경희궁의아침3단지
11110,11110-116,174.55,면적 매칭,A11007001,174.55,30,174.55,175,174.55,경희궁의아침3단지
11110,11110-117,124.17,K-apt 면적정보 없음,,,,124.17,124,124.17,경희궁의아침4단지
11110,11110-117,145.96,K-apt 면적정보 없음,,,,145.96,146,145.96,경희궁의아침4단지
11110,11110-117,150.48,K-apt 면적정보 없음,,,,150.48,150,150.48|150.77,경희궁의아침4단지
11110,11110-117,150.77,K-apt 면적정보 없음,,,,150.48,150,150.48|150.77,경희궁의아침4단지
11110,11110-118,189.51,K-apt 면적정보 없음,,,,189.51,190,189.51,킹스매너
11110,11110-12,65.79,K-apt 면적정보 없음,,,,65.79,66,65.79|65.82,롯데미도파광화문빌딩
11110,11110-12,65.82,K-apt 면적정보 없음,,,,65.79,66,65.79|65.82,롯데미도파광화문빌딩
11110,11110-12,93.36,K-apt 면적정보 없음,,,,93.36,93,93.36,롯데미도파광화문빌딩
11110,11110-124,49.56,K-apt 면적정보 없음,,,,49.56,50,49.56,동성아파트(1동)
11110,11110-124,57.96,K-apt 면적정보 없음,,,,57.96,58,57.96,동성아파트(1동)
11110,11110-127,75.62,K-apt 면적정보 없음,,,,75.62,76,75.62,송림아마레스아파트
11110,11110-128,64.68,K-apt 면적정보 없음,,,,64.68,65,64.68,리치캐슬아파트
11110,11110-128,84.33,K-apt 면적정보 없음,,,,84.33,84,84.33,리치캐슬아파트
11110,11110-13,91.46,K-apt 면적정보 없음,,,,91.46,91,91.46|91.68,세종
11110,11110-13,91.68,K-apt 면적정보 없음,,,,91.46,91,91.46|91.68,세종
11110,11110-13,104.5,K-apt 면적정보 없음,,,,104.5,105,104.5|105.06,세종
11110,11110-13,105.06,K-apt 면적정보 없음,,,,104.5,105,104.5|105.06,세종
11110,11110-131,47.63,K-apt 면적정보 없음,,,,47.63,48,47.63,하림빌라트
11110,11110-132,60,K-apt 면적정보 없음,,,,60,60,60,동문(482-0)
11110,11110-14,66.96,K-apt 면적정보 없음,,,,66.96,67,66.96,세종로대우
11110,11110-14,109.91,K-apt 면적정보 없음,,,,109.91,110,109.91,세종로대우
11110,11110-146,150.83,K-apt 면적정보 없음,,,,150.83,151,150.83|150.94,벽산블루밍평창힐스
11110,11110-146,150.94,K-apt 면적정보 없음,,,,150.83,151,150.83|150.94,벽산블루밍평창힐스
11110,11110-146,155.97,K-apt 면적정보 없음,,,,155.97,156,155.97,벽산블루밍평창힐스
11110,11110-15,81.28,K-apt 면적정보 없음,,,,81.28,81,81.28,신문로맨션
11110,11110-15,91.53,K-apt 면적정보 없음,,,,91.53,92,91.53,신문로맨션
11110,11110-150,81,K-apt 면적정보 없음,,,,81,81,81|81.08,부암스카이뷰
11110,11110-150,81.08,K-apt 면적정보 없음,,,,81,81,81|81.08,부암스카이뷰
11110,11110-151,88.89,K-apt 면적정보 없음,,,,88.89,89,88.89,프라임캐슬(케이빌라트)
11110,11110-152,84.95,면적 매칭,A11087601,84.95,110,84.95,85,84.95,롯데캐슬천지인
11110,11110-152,111.73,면적 매칭,A11087601,111.73,55,111.73,112,111.73|112.54,롯데캐슬천지인
11110,11110-152,112.54,면적 매칭,A11087601,112.54,55,111.73,112,111.73|112.54,롯데캐슬천지인
11110,11110-153,54.72,K-apt 면적정보 없음,,,,54.72,55,54.72,MID그린(2동)
11110,11110-16,57.18,K-apt 면적정보 없음,,,,57.18,57,57.18,운현신화타워
11110,11110-16,78.23,K-apt 면적정보 없음,,,,78.23,78,78.23,운현신화타워
11110,11110-16,84.26,K-apt 면적정보 없음,,,,84.26,84,84.26|84.91,운현신화타워
11110,11110-16,84.91,K-apt 면적정보 없음,,,,84.26,84,84.26|84.91,운현신화타워
11110,11110-16,97.03,K-apt 면적정보 없음,,,,97.03,97,97.03,운현신화타워
11110,11110-204,61.49,K-apt 면적정보 없음,,,,61.49,61,61.49,효자
11110,11110-205,29.31,K-apt 면적정보 없음,,,,29.31,29,29.31,로얄팰리스스위트
11110,11110-205,36.86,K-apt 면적정보 없음,,,,36.86,37,36.86,로얄팰리스스위트
11110,11110-205,39.57,K-apt 면적정보 없음,,,,39.57,40,39.57|39.67|40.07,로얄팰리스스위트
11110,11110-205,39.67,K-apt 면적정보 없음,,,,39.57,40,39.57|39.67|40.07,로얄팰리스스위트
11110,11110-205,40.07,K-apt 면적정보 없음,,,,39.57,40,39.57|39.67|40.07,로얄팰리스스위트
11110,11110-205,42.87,K-apt 면적정보 없음,,,,42.87,43,42.87|43.07,로얄팰리스스위트
11110,11110-205,43.07,K-apt 면적정보 없음,,,,42.87,43,42.87|43.07,로얄팰리스스위트
11110,11110-205,46.09,K-apt 면적정보 없음,,,,46.09,46,46.09,로얄팰리스스위트
11110,11110-205,83.26,K-apt 면적정보 없음,,,,83.26,83,83.26,로얄팰리스스위트
11110,11110-206,61.38,K-apt 면적정보 없음,,,,61.38,61,61.38,혜화훼미리
11110,11110-206,109.06,K-apt 면적정보 없음,,,,109.06,109,109.06,혜화훼미리
11110,11110-2073,103.07,K-apt 면적정보 없음,,,,103.07,103,103.07,형우럭스빌(33-1)
11110,11110-2082,182.84,K-apt 면적정보 없음,,,,182.84,183,182.84,세종아파트
11110,11110-212,32.53,K-apt 면적정보 없음,,,,32.53,33,32.53,방산아파트
11110,11110-212,57.1,K-apt 면적정보 없음,,,,57.1,57,57.1,방산아파트
11110,11110-2128,84.78,K-apt 면적정보 없음,,,,84.78,85,84.78,건양하늘터
11110,11110-2132,100.69,K-apt 면적정보 없음,,,,100.69,101,100.69,별빛고운
11110,11110-2150,84.67,K-apt 면적정보 없음,,,,84.67,85,84.67|84.81|84.87,브라운스톤창신
11110,11110-2150,84.81,K-apt 면적정보 없음,,,,84.67,85,84.67|84.81|84.87,브라운스톤창신
11110,11110-2150,84.87,K-apt 면적정보 없음,,,,84.67,85,84.67|84.81|84.87,브라운스톤창신
11110,11110-2155,84.64,면적 매칭,A11041001,84.64,48,84.64,85,84.64|84.7|84.98,효성쥬얼리시티
11110,11110-2155,84.7,면적 매칭,A11041001,84.7,46,84.64,85,84.64|84.7|84.98,효성쥬얼리시티
11110,11110-2155,84.98,면적 매칭,A11041001,84.98,46,84.64,85,84.64|84.7|84.98,효성쥬얼리시티
11110,11110-2155,92.81,면적 매칭,A11041001,92.81,48,92.81,93,92.81,효성쥬얼리시티
11110,11110-2155,98.39,면적 매칭,A11041001,98.39,48,98.39,98,98.39,효성쥬얼리시티
11110,11110-2155,106.81,면적 매칭,A11041001,106.81,46,106.81,107,106.81,효성쥬얼리시티
11110,11110-2155,169.86,면적 매칭,A11041001,169.86,4,169.86,170,169.86,효성쥬얼리시티
11110,11110-2164,108.95,K-apt 면적정보 없음,,,,108.95,109,108.95,신동아블루아광화문의꿈
11110,11110-2164,111.97,K-apt 면적정보 없음,,,,111.97,112,111.97,신동아블루아광화문의꿈
11110,11110-217,45.04,K-apt 면적정보 없음,,,,45.04,45,45.04,(627-120)
11110,11110-2175,59.85,K-apt 면적정보 없음,,,,59.85,60,59.85,두레엘리시안
11110,11110-2175,84.74,K-apt 면적정보 없음,,,,84.74,85,84.74,두레엘리시안
11110,11110-219,98.26,K-apt 면적정보 없음,,,,98.26,98,98.26,포시즌
11110,11110-2203,70.8,면적 매칭,A11005401,70.8,26,70.8,71,70.8,광화문스페이스본(101동~105동)
11110,11110-2203,86.85,면적 매칭,A11005401,86.85,1,86.85,87,86.85,광화문스페이스본(101동~105동)
11110,11110-2203,91.35,면적 매칭,A11005401,91.35,2,91.35,91,91.35,광화문스페이스본(101동~105동)
11110,11110-2203,94.28,면적 매칭,A11005401,94.28,26,94.28,95,94.28|94.51,광화문스페이스본(101동~105동)
11110,11110-2203,94.51,면적 매칭,A11005401,94.51,145,94.28,95,94.28|94.51,광화문스페이스본(101동~105동)
11110,11110-2203,95.88,면적 매칭,A11005401,95.88,22,95.88,96,95.88,광화문스페이스본(101동~105동)
11110,11110-2203,97.61,면적 매칭,A11005401,97.61,13,97.61,98,97.61,광화문스페이스본(101동~105동)
11110,11110-2203,108.07,면적 매칭,A11005401,108.07,18,107.91,109,107.91|108.07|108.55,광화문스페이스본(101동~105동)
11110,11110-2203,108.55,면적 매칭,A11005401,108.55,28,107.91,109,107.91|108.07|108.55,광화문스페이스본(101동~105동)
11110,11110-2203,121.37,면적 매칭,A11005401,121.37,26,121.37,121,121.37,광화문스페이스본(101동~105동)
11110,11110-2203,126.34,면적 매칭,A11005401,126.34,22,126.34,126,126.34,광화문스페이스본(101동~105동)
11110,11110-2203,131.44,면적 매칭,A11005401,131.44,28,131.44,131,131.44,광화문스페이스본(101동~105동)
11110,11110-2203,136.4,면적 매칭,A11005401,136.4,26,135.92,136,135.92|136.4|136.71,광화문스페이스본(101동~105동)
11110,11110-2203,146.92,면적 매칭,A11005401,146.92,54,146.92,147,146.92|147.31,광화문스페이스본(101동~105동)
11110,11110-2203,147.31,면적 매칭,A11005401,147.31,28,146.92,147,146.92|147.31,광화문스페이스본(101동~105동)
11110,11110-2203,151.81,면적 매칭,A11005401,151.81,52,151.81,152,151.81,광화문스페이스본(101동~105동)
11110,11110-2203,158.99,면적 매칭,A11005401,158.99,52,158.99,159,158.99|159.01,광화문스페이스본(101동~105동)
11110,11110-2203,159.01,면적 매칭,A11005401,159.01,53,158.99,159,158.99|159.01,광화문스페이스본(101동~105동)
11110,11110-2203,160.85,면적 매칭,A11005401,160.85,28,160.85,161,160.85,광화문스페이스본(101동~105동)
11110,11110-2204,144.52,K-apt 면적정보 없음,,,,144.52,145,144.52,광화문스페이스본(106동)
11110,11110-2204,150.4,K-apt 면적정보 없음,,,,150.4,150,150.4,광화문스페이스본(106동)
11110,11110-2204,153.42,K-apt 면적정보 없음,,,,153.42,153,153.42,광화문스페이스본(106동)
11110,11110-2204,163.33,K-apt 면적정보 없음,,,,163.33,163,163.33,광화문스페이스본(106동)
11110,11110-2212,59.993,면적 매칭,A11081302,59.993,34,59.993,60,59.993,인왕산아이파크
11110,11110-2212,84.858,면적 매칭,A11081302,84.858,549,84.858,85,84.858,인왕산아이파크
11110,11110-2212,114.931,면적 매칭,A11081302,114.931,195,114.931,115,114.931,인왕산아이파크
11110,11110-2212,157.289,면적 매칭,A11081302,157.289,32,157.289,157,157.289,인왕산아이파크
11110,11110-2223,149.8,K-apt 면적정보 없음,,,,149.8,150,149.8,대성스카이렉스
11110,11110-2224,59.92,면적 매칭,A11087602,59.92,180,59.92,60,59.92,종로센트레빌
11110,11110-2224,84.92,면적 매칭,A11087602,84.92,164,84.92,85,84.92,종로센트레빌
11110,11110-2224,114.67,면적 매칭,A11087602,114.67,72,114.67,115,114.67,종로센트레빌
11110,11110-2234,59.9426,면적 매칭,A11055002,59.9426,128,59.9426,60,59.9426,종로청계힐스테이트
11110,11110-2234,84.9478,면적 매칭,A11055002,84.9478,116,84.9478,85,84.9478,종로청계힐스테이트
11110,11110-2234,114.7153,면적 매칭,A11055002,114.7153,44,114.7153,115,114.7153,종로청계힐스테이트
11110,11110-2246,190.743,K-apt 면적정보 없음,,,,190.743,191,190.743|191.725,롯데캐슬로잔
11110,11110-2246,191.725,K-apt 면적정보 없음,,,,190.743,191,190.743|191.725,롯데캐슬로잔
11110,11110-2246,200.331,K-apt 면적정보 없음,,,,200.331,200,200.331,롯데캐슬로잔
11110,11110-2246,219.775,K-apt 면적정보 없음,,,,219.775,220,219.775,롯데캐슬로잔
11110,11110-2246,225.857,K-apt 면적정보 없음,,,,225.857,226,225.857,롯데캐슬로잔
11110,11110-2246,238.858,K-apt 면적정보 없음,,,,238.858,239,238.858|239.484,롯데캐슬로잔
11110,11110-2246,239.484,K-apt 면적정보 없음,,,,238.858,239,238.858|239.484,롯데캐슬로잔
11110,11110-2261,200.19,K-apt 면적정보 없음,,,,200.19,200,200.19,엘리시아
11110,11110-2261,206.22,K-apt 면적정보 없음,,,,206.22,206,206.22,엘리시아
11110,11110-2261,213.07,K-apt 면적정보 없음,,,,213.07,213,213.07,엘리시아
11110,11110-2261,236.07,K-apt 면적정보 없음,,,,236.07,236,236.07,엘리시아
11110,11110-2291,21.94,K-apt 면적정보 없음,,,,21.94,22,21.94|22.17,CS타워
11110,11110-2291,22.17,K-apt 면적정보 없음,,,,21.94,22,21.94|22.17,CS타워
11110,11110-2292,83.7,K-apt 면적정보 없음,,,,83.7,84,83.7|84.41,밀레니엄
11110,11110-2292,84.41,K-apt 면적정보 없음,,,,83.7,84,83.7|84.41,밀레니엄
11110,11110-2292,102.96,K-apt 면적정보 없음,,,,102.96,103,102.96,밀레니엄
11110,11110-2301,33.76,K-apt 면적정보 없음,,,,33.76,34,33.76,무악다온채
11110,11110-2301,64.12,K-apt 면적정보 없음,,,,64.12,64,64.12,무악다온채
11110,11110-2322,14.69,K-apt 면적정보 없음,,,,14.69,15,14.69|15,삼전솔하임2차
11110,11110-2322,15,K-apt 면적정보 없음,,,,14.69,15,14.69|15,삼전솔하임2차
11110,11110-2322,16.67,K-apt 면적정보 없음,,,,16.67,17,16.67,삼전솔하임2차
11110,11110-2334,12.01,K-apt 면적정보 없음,,,,12.01,12,12.01|12.08|12.09,종로유케이201
11110,11110-2334,12.08,K-apt 면적정보 없음,,,,12.01,12,12.01|12.08|12.09,종로유케이201
11110,11110-2334,12.09,K-apt 면적정보 없음,,,,12.01,12,12.01|12.08|12.09,종로유케이201
11110,11110-2336,17.93,K-apt 면적정보 없음,,,,17.93,18,17.93|17.96,버넷하임1
11110,11110-2336,17.96,K-apt 면적정보 없음,,,,17.93,18,17.93|17.96,버넷하임1
11110,11110-2339,17.811,K-apt 면적정보 없음,,,,17.811,18,17.811,종로중흥S클래스
11110,11110-2339,19.466,K-apt 면적정보 없음,,,,19.466,19,19.466,종로중흥S클래스
11110,11110-2343,15.855,K-apt 면적정보 없음,,,,15.855,16,15.855,종로동광모닝스카이
11110,11110-2344,12.15,K-apt 면적정보 없음,,,,12.15,12,12.15,종로아인스빌
11110,11110-2348,15.42,K-apt 면적정보 없음,,,,15.42,15,15.42|15.76,익성씨티하임
11110,11110-2348,15.76,K-apt 면적정보 없음,,,,15.42,15,15.42|15.76,익성씨티하임
11110,11110-2359,16.98,K-apt 면적정보 없음,,,,16.98,17,16.98,이화에수풀
11110,11110-2359,19.86,K-apt 면적정보 없음,,,,19.86,20,19.86,이화에수풀
11110,11110-2366,12.78,K-apt 면적정보 없음,,,,12.78,13,12.78,숭인한양LEEPS
11110,11110-2368,15.09,K-apt 면적정보 없음,,,,15.09,15,15.09|15.93,삼전솔하임4차
11110,11110-2368,15.93,K-apt 면적정보 없음,,,,15.09,15,15.09|15.93,삼전솔하임4차
11110,11110-2411,14.21,K-apt 면적정보 없음,,,,14.21,14,14.21,아르젠종로
11110,11110-2411,18.02,K-apt 면적정보 없음,,,,18.02,18,18.02|18.72,아르젠종로
11110,11110-2411,18.72,K-apt 면적정보 없음,,,,18.02,18,18.02|18.72,아르젠종로
11110,11110-2417,84.0283,면적 매칭,A10027708,84.0283,14,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.0284,면적 매칭,A10027708,84.0284,32,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.068,면적 매칭,A10027708,84.068,13,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.2395,면적 매칭,A10027708,84.2395,15,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.2427,면적 매칭,A10027708,84.2427,14,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.4541,면적 매칭,A10027708,84.4541,13,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.4924,면적 매칭,A10027708,84.4924,16,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,84.748,면적 매칭,A10027708,84.748,14,84.0283,84,84.0283|84.0284|84.068|84.2395|84.2427|84.3367|84.4541|84.4924|84.748|84.9775,인왕산2차아이파크
11110,11110-2417,112.5301,면적 매칭,A10027708,112.5301,17,112.4381,113,112.4381|112.5301|112.8144,인왕산2차아이파크
11110,11110-2417,112.8144,면적 매칭,A10027708,112.8144,14,112.4381,113,112.4381|112.5301|112.8144,인왕산2차아이파크
11110,11110-2440,14.1832,면적 매칭,A10027162,14.1832,8,14.1832,15,14.1832|14.4835|14.6825,포레스트힐시티
11110,11110-2440,14.6825,면적 매칭,A10027162,14.6825,13,14.1832,15,14.1832|14.4835|14.6825,포레스트힐시티
11110,11110-2440,16.672,면적 매칭,A10027162,16.672,48,15.879,17,15.879|16.672,포레스트힐시티
11110,11110-2440,18.505,면적 매칭,A10027162,18.505,12,18.274,18,18.274|18.505|18.7352,포레스트힐시티
11110,11110-2440,18.7352,면적 매칭,A10027162,18.7352,5,18.274,18,18.274|18.505|18.7352,포레스트힐시티
11110,11110-2440,20.5523,면적 매칭,A10027162,20.5523,8,20.3861,20,20.3861|20.5523,포레스트힐시티
11110,11110-2440,22.0584,면적 매칭,A10027162,22.0584,11,22.0584,22,22.0584,포레스트힐시티
11110,11110-2445,59.8547,면적 매칭,A10027118,59.8547,76,59.8547,60,59.8547|59.8655|59.895,경희궁자이(2단지)
11110,11110-2445,59.8655,면적 매칭,A10027118,59.8655,23,59.8547,60,59.8547|59.8655|59.895,경희궁자이(2단지)
11110,11110-2445,59.895,면적 매칭,A10027118,59.895,52,59.8547,60,59.8547|59.8655|59.895,경희궁자이(2단지)
11110,11110-2445,77.9737,면적 매칭,A10027118,77.9737,19,77.9737,78,77.9737,경희궁자이(2단지)
11110,11110-2445,84.5527,면적 매칭,A10027118,84.5527,4,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.614,면적 매칭,A10027118,84.614,176,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.8359,면적 매칭,A10027118,84.8359,342,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.9071,면적 매칭,A10027118,84.9071,76,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.9339,면적 매칭,A10027118,84.9339,15,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.9443,면적 매칭,A10027118,84.9443,99,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,84.9895,면적 매칭,A10027118,84.9895,51,84.5527,85,84.5527|84.614|84.8359|84.9071|84.9339|84.9443|84.9895,경희궁자이(2단지)
11110,11110-2445,101.8976,면적 매칭,A10027118,101.8976,12,101.8976,102,101.8976|101.9702|101.9914,경희궁자이(2단지)
11110,11110-2445,101.9914,면적 매칭,A10027118,101.9914,114,101.8976,102,101.8976|101.9702|101.9914,경희궁자이(2단지)
11110,11110-2445,116.9383,면적 매칭,A10027118,116.9383,20,116.8444,117,116.8444|116.9383|116.9862,경희궁자이(2단지)
11110,11110-2445,116.9862,면적 매칭,A10027118,116.9862,42,116.8444,117,116.8444|116.9383|116.9862,경희궁자이(2단지)
11110,11110-2445,138.6533,면적 매칭,A10027118,138.6533,21,138.6533,139,138.6533,경희궁자이(2단지)
11110,11110-2446,59.4712,면적 매칭,A10027105,59.4712,22,59.4712,60,59.4712|59.7547|59.8547|59.9425,경희궁자이(3단지)
11110,11110-2446,59.7547,면적 매칭,A10027105,59.7547,48,59.4712,60,59.4712|59.7547|59.8547|59.9425,경희궁자이(3단지)
11110,11110-2446,59.8547,면적 매칭,A10027105,59.8547,97,59.4712,60,59.4712|59.7547|59.8547|59.9425,경희궁자이(3단지)
11110,11110-2446,59.9425,면적 매칭,A10027105,59.9425,22,59.4712,60,59.4712|59.7547|59.8547|59.9425,경희궁자이(3단지)
11110,11110-2446,77.6543,면적 매칭,A10027105,77.6543,38,77.6543,78,77.6543|77.9737,경희궁자이(3단지)
11110,11110-2446,77.9737,면적 매칭,A10027105,77.9737,14,77.6543,78,77.6543|77.9737,경희궁자이(3단지)
11110,11110-2446,84.614,면적 매칭,A10027105,84.614,113,84.614,85,84.614|84.8359|84.9443,경희궁자이(3단지)
11110,11110-2446,84.8359,면적 매칭,A10027105,84.8359,184,84.614,85,84.614|84.8359|84.9443,경희궁자이(3단지)
11110,11110-2446,84.9443,면적 매칭,A10027105,84.9443,36,84.614,85,84.614|84.8359|84.9443,경희궁자이(3단지)
11110,11110-2446,116.9383,면적 매칭,A10027105,116.9383,15,116.9383,117,116.9383,경희궁자이(3단지)
11110,11110-2450,42.25,K-apt 면적정보 없음,,,,42.25,42,42.25|42.94,블루빌
11110,11110-2450,42.94,K-apt 면적정보 없음,,,,42.25,42,42.25|42.94,블루빌
11110,11110-2450,44.56,K-apt 면적정보 없음,,,,44.56,45,44.56,블루빌
11110,11110-2464,33.982,면적 매칭,A10026940,33.982,16,33.982,34,33.982,경희궁자이(4단지)
11110,11110-2464,37.2635,면적 매칭,A10026940,37.2635,91,37.2635,37,37.2635,경희궁자이(4단지)
11110,11110-2464,45.879,면적 매칭,A10026940,45.879,75,45.879,46,45.879,경희궁자이(4단지)
11110,11110-25,84.8,면적 매칭,A11052201,84.8,78,84.8,85,84.8|84.9,아남1
11110,11110-25,84.9,면적 매칭,A11052201,84.9,358,84.8,85,84.8|84.9,아남1
11110,11110-2502,56.77,K-apt 면적정보 없음,,,,56.77,57,56.77,마운틴뷰
11110,11110-2502,59.38,K-apt 면적정보 없음,,,,59.38,59,59.38,마운틴뷰
11110,11110-2502,62.75,K-apt 면적정보 없음,,,,62.75,63,62.75,마운틴뷰
11110,11110-2502,64.39,K-apt 면적정보 없음,,,,64.39,64,64.39,마운틴뷰
11110,11110-2502,73.39,K-apt 면적정보 없음,,,,73.39,73,73.39,마운틴뷰
11110,11110-2502,74.82,K-apt 면적정보 없음,,,,74.82,75,74.82|74.87,마운틴뷰
11110,11110-2502,74.87,K-apt 면적정보 없음,,,,74.82,75,74.82|74.87,마운틴뷰
11110,11110-2502,76.66,K-apt 면적정보 없음,,,,76.66,77,76.66,마운틴뷰
11110,11110-2519,59.6737,면적 매칭,A10025710,59.6737,71,59.6737,60,59.6737,경희궁롯데캐슬
11110,11110-2519,84.8792,면적 매칭,A10025710,84.8792,100,84.8792,85,84.8792,경희궁롯데캐슬
11110,11110-2519,104.445,면적 매칭,A10025710,104.445,12,104.445,104,104.445,경희궁롯데캐슬
11110,11110-2539,118.749,K-apt 면적정보 없음,,,,118.749,119,118.749,디팰리스
11110,11110-2539,147.551,K-apt 면적정보 없음,,,,147.551,148,147.551|148.111,디팰리스
11110,11110-2539,148.111,K-apt 면적정보 없음,,,,147.551,148,147.551|148.111,디팰리스
11110,11110-2539,158.324,K-apt 면적정보 없음,,,,158.324,158,158.324,디팰리스
11110,11110-2539,182.058,K-apt 면적정보 없음,,,,182.058,182,182.058,디팰리스
11110,11110-2561,20.87,K-apt 면적정보 없음,,,,20.87,21,20.87,이지마루종로
11110,11110-2561,25.55,K-apt 면적정보 없음,,,,25.55,26,25.55,이지마루종로
11110,11110-2584,76.82,면적 매칭,A10023586,76.82,39,76.82,77,76.82|76.83,힐스테이트창경궁
11110,11110-2584,76.83,면적 매칭,A10023586,76.83,12,76.82,77,76.82|76.83,힐스테이트창경궁
11110,11110-2584,84.95,면적 매칭,A10023586,84.95,51,84.95,85,84.95|84.96|84.97,힐스테이트창경궁
11110,11110-2584,84.96,면적 매칭,A10023586,84.96,13,84.95,85,84.95|84.96|84.97,힐스테이트창경궁
11110,11110-26,44.37,면적 매칭,A11076701,44.37,10,44.37,44,44.37,명륜동주상복합아남아파트
11110,11110-26,47.43,면적 매칭,A11076701,47.43,46,47.43,47,47.43,명륜동주상복합아남아파트
11110,11110-26,50.49,면적 매칭,A11076701,50.49,28,50.49,50,50.49,명륜동주상복합아남아파트
11110,11110-26,59.36,면적 매칭,A11076701,59.36,6,59.36,59,59.36,명륜동주상복합아남아파트
11110,11110-26,61.13,면적 매칭,A11076701,61.13,6,61.13,61,61.13,명륜동주상복합아남아파트
11110,11110-26,65.78,면적 매칭,A11076701,65.78,14,65.78,66,65.78,명륜동주상복합아남아파트
11110,11110-26,115.05,면적 매칭,A11076701,115.05,7,115.05,115,115.05,명륜동주상복합아남아파트
11110,11110-26,172.17,면적 매칭,A11076701,172.17,7,172.17,172,172.17,명륜동주상복합아남아파트
11110,11110-2708,16.01,K-apt 면적정보 없음,,,,16.01,16,16.01,에비뉴청계Ⅰ
11110,11110-2708,18.41,K-apt 면적정보 없음,,,,18.41,18,18.41,에비뉴청계Ⅰ
11110,11110-2708,24.52,K-apt 면적정보 없음,,,,24.52,25,24.52,에비뉴청계Ⅰ
11110,11110-29,59.28,K-apt 면적정보 없음,,,,59.28,59,59.28,덕산
11110,11110-30,28.8,K-apt 면적정보 없음,,,,28.8,29,28.8,동대문
11110,11110-31,74.38,K-apt 면적정보 없음,,,,74.38,74,74.38,동대문맨션
