aptSeq,aptNm,umdNm,road_key,jibun_key,거래건수,kaptCode,kaptName,matched_by
11680-350,한신엠비씨,도곡동,논현로 205,도곡동 895-8,32,A13550403,도곡한신,road
11680-4515,역삼자이,역삼동,언주로 420,역삼동 711-3,32,A10027474,역삼자이아파트,road
11680-83,현대아파트,청담동,선릉로 748,청담동 23,32,A13510202,청담2차현대아파트,road
11680-78,청담현대3차아파트,청담동,도산대로101길 29,청담동 127-31,32,A13510102,청담현대3차,road
11680-551,마일스디오빌,논현동,학동로 165,논현동 58-2,31,A13501002,마일스디오빌,road
11680-283,개포우성3차,개포동,개포로 307,개포동 652,31,A13524004,개포우성3차,road
11680-3734,도곡1차아이파크,도곡동,도곡로28길 8,도곡동 543-7,31,A13527007,도곡1차아이파크,road
11680-285,우성8,개포동,개포로 411,개포동 179,31,A13580002,개포우성8차,road
11680-4173,래미안도곡카운티,도곡동,도곡로 320,도곡동 538-3,31,A13585404,래미안도곡카운티,road
11680-5005,대치르엘,대치동,도곡로93길 23,대치동 1030,31,A10024102,대치르엘,road
11680-194,삼성동한솔아파트,삼성동,학동로64길 7,삼성동 4-6,30,A13509004,삼성한솔,road
11680-3647,SK허브프리모,도곡동,강남대로 240,도곡동 953-1,29,A13527018,양재SK허브프리모,road
11680-351,현대아파트1동~3동,도곡동,도곡로18길 35,도곡동 961,28,,,none
11680-352,현대그린1,도곡동,논현로51길 25,도곡동 964,28,A13527002,도곡현대그린,road
11680-4297,래미안포레,자곡동,밤고개로21길 25,자곡동 687,28,A13520001,래미안포레,road
11680-428,"현대14차(203,204,205,206동)",압구정동,압구정로29길 57,압구정동 447,28,,,none
11680-4510,강남 더샵 포레스트,수서동,광평로34길 35,수서동 799,27,A10027446,강남더샵포레스트,road
11680-3732,래미안삼성2차,삼성동,선릉로130길 20,삼성동 7-3,27,A13509005,삼성래미안2차,road
11680-380,한양3,압구정동,압구정로 321,압구정동 489,26,,,none
11680-277,경남1,개포동,언주로 110,개포동 649,26,A13580602,개포경남아파트,road
11680-332,삼익,도곡동,논현로 218,도곡동 869,26,A13527006,역삼삼익,road
11680-3678,개나리푸르지오,역삼동,역삼로 314,역삼동 755-1,26,A13579501,역삼개나리푸르지오,road
11680-522,LG선릉에클라트(B),삼성동,테헤란로63길 12,삼성동 142-3,26,A13587603,선릉에클라트,road
11680-392,동부센트레빌,논현동,언주로116길 6,논현동 275,26,A13583301,논현동부센트레빌,road
11680-507,삼성동중앙하이츠빌리지,삼성동,학동로68길 30,삼성동 14-1,25,A13550701,삼성동중앙하이츠빌리지,road
11680-529,테헤란로대우아이빌(891-6),대치동,테헤란로 428,대치동 891-6,24,A13528005,테헤란로대우아이빌,road
11680-4718,삼성동센트럴아이파크,삼성동,삼성로 629,삼성동 188,24,A10026350,삼성동센트럴아이파크,road
11680-4398,강남한신휴플러스6단지,율현동,밤고개로26길 50,율현동 365,24,A10027912,강남한신휴플러스 6단지,road
11680-191,풍림(1차),삼성동,영동대로112길 15,삼성동 106,24,A13509003,삼성풍림아파트1차,road
11680-328,매봉삼성,도곡동,언주로 203,도곡동 966,24,A10024793,매봉삼성아파트,road
11680-32,청담동삼성1차(101동),청담동,삼성로133길 20,청담동 33,23,A13510001,청담삼성1차,road
11680-337,우성4,도곡동,언주로 117,도곡동 465,23,A13527013,개포4차우성,road
11680-33,삼성청담아파트,청담동,학동로 405,청담동 42,23,A13510203,청담래미안,road
11680-251,한스빌(836),역삼동,도곡로3길 26,역삼동 836,22,A13508005,역삼한스빌아파트,road
11680-3,로데오현대,신사동,압구정로50길 28,신사동 658,22,A10024814,로데오현대아파트,road
11680-21,한양6,압구정동,압구정로 313,압구정동 484,22,A13590204,압구정한양아파트제2단지,road
11680-276,경남아너스빌,역삼동,언주로85길 13,역삼동 722,22,A13508002,역삼경남,road
11680-62,진흥아파트,청담동,학동로 513,청담동 65,21,,,none
11680-237,동부센트레빌,역삼동,선릉로 423,역삼동 716,21,A13508004,역삼동부센트레빌,road
11680-41,삼환(101동),청담동,학동로77길 49,청담동 10,21,A13510201,청담삼환,road
11680-411,금호어울림,역삼동,도곡로7길 22,역삼동 835-67,21,A13591402,역삼금호어울림,road
11680-560,대우디오빌,도곡동,강남대로 256,도곡동 952,21,A13527001,도곡동양재디오빌,road
11680-381,한양4,압구정동,압구정로 313,압구정동 486,21,A13590204,압구정한양아파트제2단지,road
11680-4637,대치SKVIEW,대치동,삼성로51길 25,대치동 1029,20,A10026924,대치SK VIEW,road
11680-236,대림역삼,역삼동,언주로 316,역삼동 761-10,20,,,none
11680-252,현대까르띠에710,역삼동,언주로86길 12,역삼동 710,20,A10024820,현대까르띠에710아파트,road
11680-292,현대1차101동~106동,개포동,개포로 303,개포동 653,20,A13524005,개포현대1차,road
11680-3766,래미안펜타빌,역삼동,역삼로 309,역삼동 713-7,20,A13508006,역삼래미안펜타빌,road
11680-4293,래미안대치하이스턴,대치동,도곡로93길 12,대치동 985,19,A13528007,래미안대치하이스턴,road
11680-187,진흥아파트,삼성동,학동로88길 5,삼성동 53-2,19,,,none
11680-338,우성사원5,도곡동,언주로29길 34,도곡동 463-1,19,A13585401,개포우성5차,road
11680-427,현대13차(208~211동),압구정동,압구정로29길 23,압구정동 448,19,,,none
11680-419,"현대5차(71,72동)",압구정동,압구정로29길 68,압구정동 455,19,,,none
11680-382,한양5,압구정동,압구정로 401,압구정동 513,18,A13590602,압구정한양3단지,road
11680-330,삼성,도곡동,남부순환로379길 14,도곡동 161,18,A13527004,도곡삼성,road
11680-379,한양2,압구정동,압구정로 347,압구정동 493,18,A13551103,압구정한양아파트제1단지,road
11680-299,가람,일원동,일원로 127,일원동 735,17,A13523003,수서가람,road
11680-3739,롯데캐슬리베,대치동,도곡로 404,대치동 1025,17,A10024815,롯데캐슬리베아파트,road
11680-4291,래미안청담로이뷰,청담동,영동대로142길 16,청담동 134,17,A13510009,청담래미안로이뷰,road
11680-340,우성캐릭터199,도곡동,언주로 118,도곡동 467-24,16,A13527003,우성캐릭터199 아파트,road
11680-4949,디에이치포레센트,일원동,개포로110길 38,일원동 742,16,A10024258,디에이치포레센트아파트,road
11680-434,LG선릉에클라트(A),삼성동,선릉로100길 42,삼성동 142-7,16,,,none
11680-195,한일,삼성동,봉은사로73길 23,삼성동 48,16,A10024819,삼성동한일아파트,road
11680-311,현대4,일원동,개포로110길 21,일원동 614,15,A10027571,개포4차현대아파트,road
11680-668,대우디오빌플러스,역삼동,강남대로84길 33,역삼동 824-25,15,A13508003,대우디오빌플러스,road
11680-531,대우아이빌멤버스(891-26),대치동,삼성로85길 42,대치동 891-26,15,,,none
11680-4474,한라비발디,도곡동,남부순환로365길 33,도곡동 972,15,A10027319,도곡한라비발디아파트,road
11680-4292,청담아이파크,청담동,영동대로142길 25,청담동 130,15,A10025280,청담아이파크아파트,road
11680-228,롯데캐슬,대치동,삼성로85길 11,대치동 893,15,A10024821,대치롯데캐슬아파트,road
11680-3728,롯데캐슬노블,역삼동,도곡로13길 19,역삼동 835-68,15,A10024813,롯데캐슬노블,road
11680-73,청담우방아파트,청담동,학동로 409,청담동 43,14,,,none
11680-197,현대아파트101동,삼성동,학동로64길 14,삼성동 6,14,A13509001,삼성현대,road
11680-385,미성1차,압구정동,압구정로11길 17,압구정동 414,14,A13511001,압구정미성1차,road
11680-4050,강남서해그랑블,역삼동,논현로63길 16,역삼동 796-29,14,,,none
11680-5251,대치푸르지오써밋,대치동,삼성로72길 12,대치동 1032,14,A10023162,대치푸르지오써밋,road
11680-530,대우아이빌명문가(891-23),대치동,선릉로90길 56,대치동 891-23,14,A13528001,대치대우아이빌4차,road
11680-532,포스코더샵,대치동,삼성로 417,대치동 902,14,A13584101,대치포스코더샵,road
11680-3946,청담4차이-편한세상,청담동,학동로73길 33,청담동 28-20,14,,,none
11680-4364,청담스위트,청담동,학동로73길 13,청담동 34-13,14,,,none
11680-108,네오빌,논현동,강남대로132길 42,논현동 55-12,14,,,none
11680-136,쌍용,논현동,도산대로50길 43,논현동 103,14,A13501007,논현쌍용,road
11680-4911,논현아이파크,논현동,언주로 615,논현동 225-6,14,,,none
11680-384,한양7,압구정동,압구정로61길 37,압구정동 528,13,,,none
11680-189,청구아파트,삼성동,영동대로128길 5,삼성동 78-4,13,A13509101,삼성청구타운,road
11680-294,현대아파트3,개포동,개포로 409,개포동 177,12,A13580001,개포현대3차,road
11680-418,현대4차저층(51~56동),압구정동,압구정로33길 70,압구정동 462,12,,,none
11680-4202,한양수자인어반게이트,논현동,봉은사로29길 35,논현동 221-7,12,,,none
11680-2,압구정대원칸타빌아파트,신사동,압구정로48길 15,신사동 659,12,,,none
11680-471,하이페리온,도곡동,도곡로4길 31,도곡동 968,12,,,none
11680-3592,e-편한세상,논현동,봉은사로11길 12,논현동 195-1,12,A10022476,논현 e편한세상,road
11680-3760,역삼2차아이파크,역삼동,도곡로57길 12,역삼동 765-32,12,A13579503,역삼2차아이파크,road
11680-322,대림,도곡동,논현로41길 10,도곡동 960,12,,,none
11680-559,두산위브2단지,논현동,언주로122길 25,논현동 258,12,,,none
11680-225,현대1,대치동,영동대로57길 28,대치동 992,12,A10024799,대치1차현대아파트,road
11680-3773,청담3차이-편한세상(301동),청담동,선릉로132길 54,청담동 44-21,11,,,none
11680-104,거평프리젠,논현동,강남대로112길 41,논현동 196,11,B11680022,거평프리젠,road
11680-554,한진로즈힐,논현동,도산대로46길 21,논현동 105-4,11,,,none
11680-284,개포6차우성아파트1동~8동,개포동,언주로 3,개포동 658-1,11,A10023565,개포6차우성아파트,road
11680-558,두산위브1단지,논현동,학동로46길 38,논현동 252-1,11,,,none
11680-407,삼부아그레빌,삼성동,영동대로114길 63,삼성동 98-11,11,,,none
11680-699,논현동한화꿈에그린,논현동,논현로111길 39,논현동 205-2,11,,,none
11680-528,선릉역대우아이빌(890-49),대치동,테헤란로64길 9,대치동 890-49,11,,,none
11680-5100,개포자이르네,개포동,언주로7길 6,개포동 1283,11,,,none
11680-178,석탑아파트101동,삼성동,학동로 412,삼성동 3-3,11,A10023939,삼성석탑아파트,road
11680-3731,도곡스타클래스,도곡동,남부순환로 2615,도곡동 957-11,11,,,none
11680-6671,도곡더써밋타워,도곡동,강남대로42길 19,도곡동 954-17,11,,,none
11680-505,개포자이,개포동,개포로109길 69,개포동 12-2,10,A13593901,개포자이아파트,road
11680-278,경남2차,개포동,언주로 110,개포동 649,10,A13580602,개포경남아파트,road
11680-504,역삼동우정에쉐르1,역삼동,테헤란로4길 32,역삼동 826-29,10,,,none
11680-4284,청담신원아침도시마인,청담동,도산대로85길 30,청담동 122-35,10,,,none
11680-4084,개나리SK뷰,역삼동,역삼로 315-1,역삼동 716-3,9,A13579506,개나리SKVIEW,road
11680-4036,대명벨리온,역삼동,역삼로25길 27,역삼동 727-2,9,,,none
11680-473,동양파라곤,논현동,언주로130길 30,논현동 245,9,A13501001,동양파라곤,road
11680-158,논현베르빌,논현동,학동로30길 21,논현동 214-2,9,B11680050,논현베르빌,road
11680-424,"현대10차(201,202동)",압구정동,압구정로29길 69,압구정동 436,8,A13511101,"압구정 현대(10,13,14차)",road
11680-3651,래미안삼성1차(103-22),삼성동,영동대로114길 56,삼성동 103-22,8,A13509014,래미안삼성1차103단지,road
11680-371,개포2차현대아파트(220),개포동,언주로 103,개포동 655-2,8,,,none
11680-503,강남역우정에쉐르,역삼동,테헤란로10길 10,역삼동 823-7,8,,,none
11680-9,신성아파트101동,신사동,언주로167길 15,신사동 622,8,,,none
11680-666,진넥스빌2,역삼동,언주로86길 7,역삼동 706-24,8,,,none
11680-344,중명하니빌,도곡동,남부순환로365길 5,도곡동 965,8,B11680026,중명하니빌,road
11680-4958,시티프라디움더강남101동,역삼동,언주로 557,역삼동 900,8,,,none
11680-212,선경3차,대치동,남부순환로395길 10,대치동 602,8,B11680063,선경301(대치동),road
11680-399,롯데캐슬모닝,도곡동,도곡로14길 12,도곡동 551-28,8,,,none
11680-207,대치효성,대치동,삼성로64길 12,대치동 988-4,8,A13528008,대치효성,road
11680-3722,쌍용플레티넘밸류,역삼동,테헤란로4길 46,역삼동 826-37,8,A13508010,역삼쌍용플래티넘밸류,road
11680-3650,"청담2차이-편한세상(201동,202동,203동)",청담동,도산대로70길 25,청담동 14,7,A10024640,청담2차e편한세상아파트,road
11680-101,한신오페라하우스,청담동,삼성로135길 47,청담동 35-47,7,,,none
11680-5114,펜트힐캐스케이드,논현동,언주로 720,논현동 106,7,,,none
11680-259,현대휴먼터치빌,역삼동,논현로 565,역삼동 606-18,7,A13508001,역삼휴먼터치빌,road
11680-4317,이스턴오피스텔,역삼동,테헤란로14길 13,역삼동 735-15,7,,,none
11680-4994,펜트힐루논현,논현동,언주로 641,논현동 211-21,7,,,none
11680-3667,동양파라곤,청담동,학동로97길 31,청담동 69-18,7,,,none
11680-3624,래미안삼성1차(105-0),삼성동,영동대로114길 56,삼성동 105,7,A13509014,래미안삼성1차103단지,road
11680-3965,강남신동아파밀리에1단지,세곡동,헌릉로590길 100,세곡동 508,7,A13519001,강남신동아파밀리에1단지,road
11680-141,"청학아파트에이동,비동,씨동",논현동,도산대로 232,논현동 62-3,7,,,none
11680-496,브라운스톤역삼,역삼동,역삼로 171,역삼동 747-5,7,,,none
11680-474,대우유로카운티,청담동,도산대로92길 10,청담동 50-5,7,A13510003,청담대우유로카운티,road
11680-172,강변삼부아파트,삼성동,봉은사로113길 25,삼성동 99-12,7,,,none
11680-580,대치동우정에쉐르1,대치동,삼성로85길 38,대치동 891-28,6,,,none
11680-3964,강남신동아파밀리에2단지,세곡동,헌릉로590길 10,세곡동 511,6,A13519002,강남신동아파밀리에2단지,road
11680-493,역삼우정에쉐르2,역삼동,테헤란로48길 10,역삼동 707-18,6,,,none
11680-4643,청담디에브스아파트,청담동,도산대로92길 28,청담동 62-6,6,,,none
11680-160,논현한가람빌라트,논현동,도산대로50길 54,논현동 105-3,6,,,none
11680-269,세방하이빌1,역삼동,역삼로 240,역삼동 771-4,6,,,none
11680-3641,삼성동롯데캐슬킹덤,삼성동,선릉로112길 53,삼성동 43,6,B11680020,삼성동롯데캐슬킹덤,road
11680-213,세영팔레스타운,대치동,영동대로65길 57,대치동 975-20,6,,,none
11680-592,우성아파트,청담동,삼성로147길 22,청담동 11-25,6,,,none
11680-4542,현대썬앤빌테헤란,대치동,삼성로85길 33,대치동 894,6,,,none
11680-3730,논현동월드메르디앙,논현동,학동로38길 22,논현동 212-13,6,,,none
11680-82,현대아파트(75-1),청담동,학동로87길 7,청담동 75-1,6,,,none
11680-3726,논현파라곤,논현동,학동로 338,논현동 241-1,6,A10024035,강남파라곤,road
11680-5268,디에이치퍼스티어아이파크,개포동,개포로 310,개포동 660-4,6,A13524011,개포주공1단지,road
11680-682,대치한신휴플러스,대치동,선릉로76길 12,대치동 907-2,6,,,none
11680-435,우성리빙텔,도곡동,언주로30길 27,도곡동 467-10,6,,,none
11680-705,그랜빌캐슬,도곡동,남부순환로379길 35,도곡동 190-3,6,,,none
11680-105,경남논현,논현동,언주로116길 12,논현동 274,6,,,none
11680-3953,세곡리엔파크(3단지),세곡동,헌릉로590길 11,세곡동 516,5,A13519003,강남신동아파밀리에3단지,road
11680-47,신동아,청담동,학동로105길 30,청담동 134-16,5,A10025755,청담신동아아파트,road
11680-5027,한양립스,삼성동,선릉로92길 37-4,삼성동 142-16,5,,,none
11680-401,미켈란107,삼성동,영동대로 602,삼성동 107,5,,,none
11680-3741,도곡3차아이파크,도곡동,도곡로14길 21,도곡동 970,5,B11680041,도곡3차아이파크,road
11680-348,포스코트,도곡동,남부순환로381길 15,도곡동 164-6,5,A13550404,도곡동 포스코트 아파트,road
11680-267,역삼동하나빌,역삼동,봉은사로 312,역삼동 681-26,5,,,none
11680-519,삼성동대성유니드,삼성동,테헤란로77길 26,삼성동 129,5,A10024435,삼성동대성유니드,road
11680-4909,PH129,청담동,압구정로79길 88,청담동 129,5,,,none
11680-526,아름빌(889-74),대치동,선릉로86길 11,대치동 889-74,5,,,none
11680-3780,하이캐슬,대치동,삼성로64길 40,대치동 986-14,5,,,none
11680-3803,조이너스도곡,도곡동,강남대로48길 24,도곡동 950-19,5,,,none
11680-539,풍림아이원4차(1007-2),대치동,영동대로 330-7,대치동 1007-2,5,,,none
11680-190,푸른솔아파트1동,삼성동,학동로 420,삼성동 4-3,5,,,none
11680-4653,청담린든그로브,청담동,학동로97길 51,청담동 67-1,5,,,none
11680-404,포스코트,삼성동,봉은사로 510,삼성동 146,5,,,none
11680-467,지고하임(102동),논현동,강남대로136길 40,논현동 44-9,5,,,none
11680-295,개포현대200동,개포동,언주로 105,개포동 655-1,5,,,none
11680-3600,파크힐,도곡동,도곡로14길 14-1,도곡동 550-1,5,,,none
11680-161,우민,논현동,언주로136길 21,논현동 107-44,5,,,none
11680-274,트레벨,역삼동,도곡로57길 9-7,역삼동 766-8,5,,,none
11680-3633,청담2차이-편한세상(204동),청담동,도산대로70길 43,청담동 15,5,,,none
11680-525,미켈란147,삼성동,봉은사로 516,삼성동 147-2,5,,,none
11680-400,금호어울림,삼성동,봉은사로111길 25,삼성동 102-2,4,,,none
11680-452,우찬,신사동,압구정로18길 14-12,신사동 550-20,4,,,none
11680-18,알파임하우스1,신사동,언주로164길 20,신사동 649-5,4,,,none
11680-549,압구정하이츠파크,신사동,압구정로42길 78,신사동 632,4,A10028094,압구정하이츠파크,road
11680-5083,대치더클래스,대치동,삼성로51길 10-14,대치동 1031,4,,,none
11680-403,쌍용플래티넘,삼성동,봉은사로 474,삼성동 117,4,,,none
11680-4129,EGSoulLeader,역삼동,테헤란로14길 34,역삼동 828-28,4,,,none
11680-261,명인갤러리,역삼동,언주로75길 22,역삼동 729-37,4,,,none
11680-3648,도곡2차I'PARK,도곡동,도곡로14길 28,도곡동 969,4,B11680060,도곡2차 I-Park,road
11680-671,새롬(1164-13),개포동,논현로2길 36,개포동 1164-13,4,,,none
11680-302,삼성,일원동,개포로124길 27,일원동 626,4,,,none
11680-459,프리마빌,역삼동,역삼로25길 17,역삼동 727-11,4,,,none
11680-3645,삼성동신영지웰,삼성동,봉은사로 448,삼성동 114-11,4,,,none
11680-341,우성캐릭터빌,도곡동,언주로 122,도곡동 467-18,4,,,none
11680-383,한양8(81동한개동),압구정동,압구정로 403,압구정동 510,4,,,none
11680-3575,한신오페라하우스2차,청담동,학동로63길 14,청담동 35-48,4,,,none
11680-3704,청담2차이-편한세상(205동),청담동,도산대로78길 51,청담동 15-21,4,,,none
11680-4730,더원센트럴,논현동,학동로53길 3-8,논현동 118-8,4,,,none
11680-192,삼성풍림2차아파트,삼성동,봉은사로105길 12-7,삼성동 104,4,,,none
11680-3709,채널리저브,삼성동,삼성로 517,삼성동 144-14,4,,,none
11680-673,뉴현대파크빌,개포동,논현로2길 61-4,개포동 1164-30,4,,,none
11680-3698,삼환SOGOOD,대치동,도곡로 413,대치동 938-16,4,,,none
11680-439,은탑리더스카운티,논현동,학동로9길 15,논현동 44-6,4,,,none
11680-180,삼성파크,삼성동,삼성로99길 14,삼성동 126,4,,,none
11680-5291,도곡월드메르디앙아파트,도곡동,도곡로18길 59,도곡동 973,4,,,none
11680-6668,역삼센트럴아파트,역삼동,봉은사로26길 27,역삼동 905,4,,,none
11680-89,현대한강빌라,청담동,도산대로85길 56,청담동 106,3,,,none
11680-210,삼성3차,대치동,도곡로78길 13,대치동 1016-2,3,,,none
11680-199,호산프라자,삼성동,선릉로 604,삼성동 37,3,,,none
11680-248,리치타워,역삼동,논현로105길 52,역삼동 604,3,,,none
11680-30,목화,청담동,도산대로85길 53,청담동 105-6,3,,,none
11680-4082,상지리츠빌카일룸(65-4),삼성동,삼성로 636,삼성동 65-4,3,,,none
11680-394,풍림아이원아파트,대치동,역삼로 436,대치동 910-4,3,,,none
